Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TA","Animaux vivants","203","Espagne","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","48616","","Donnée officielle"
"TA","Animaux vivants","203","Espagne","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","50994","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1585","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2174","","Donnée officielle"
"TA","Animaux vivants","209","Eswatini","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","702","","Donnée officielle"
"TA","Animaux vivants","209","Eswatini","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","376","","Donnée officielle"
"TA","Animaux vivants","231","États-Unis d'Amérique","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","8580","","Donnée officielle"
"TA","Animaux vivants","231","États-Unis d'Amérique","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10021","","Donnée officielle"
"TA","Animaux vivants","238","Éthiopie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","91","","Donnée officielle"
"TA","Animaux vivants","185","Fédération de Russie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","30095","","Donnée officielle"
"TA","Animaux vivants","185","Fédération de Russie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","25066","","Donnée officielle"
"TA","Animaux vivants","66","Fidji","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1772","","Donnée officielle"
"TA","Animaux vivants","66","Fidji","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2003","","Donnée officielle"
"TA","Animaux vivants","67","Finlande","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1212","","Donnée officielle"
"TA","Animaux vivants","67","Finlande","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1626","","Donnée officielle"
"TA","Animaux vivants","68","France","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","26061","","Donnée officielle"
"TA","Animaux vivants","68","France","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","29312","","Donnée officielle"
"TA","Animaux vivants","74","Gabon","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","317","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","74","Gabon","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","310","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","75","Gambie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1","","Donnée officielle"
"TA","Animaux vivants","75","Gambie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","28","","Donnée officielle"
"TA","Animaux vivants","73","Géorgie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","3364","","Donnée officielle"
"TA","Animaux vivants","73","Géorgie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3550","","Donnée officielle"
"TA","Animaux vivants","81","Ghana","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","8247","","Donnée officielle"
"TA","Animaux vivants","81","Ghana","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","8903","","Donnée officielle"
"TA","Animaux vivants","84","Grèce","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5093","","Donnée officielle"
"TA","Animaux vivants","84","Grèce","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6191","","Donnée officielle"
"TA","Animaux vivants","86","Grenade","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","353","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","86","Grenade","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","499","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","89","Guatemala","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","14151","","Donnée officielle"
"TA","Animaux vivants","89","Guatemala","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","16069","","Donnée officielle"
"TA","Animaux vivants","90","Guinée","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1588","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","90","Guinée","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1916","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","61","Guinée équatoriale","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","31","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","61","Guinée équatoriale","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","59","*","Chiffre non officiel"
"TA","Animaux vivants","175","Guinée-Bissau","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","20","*","Chiffre non officiel"
"TA","Animaux vivants","175","Guinée-Bissau","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3","*","Chiffre non officiel"
"TA","Animaux vivants","91","Guyana","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","87","","Donnée officielle"
"TA","Animaux vivants","91","Guyana","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","89","","Donnée officielle"
"TA","Animaux vivants","93","Haïti","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7700","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","93","Haïti","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10557","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","95","Honduras","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5886","","Donnée officielle"
"TA","Animaux vivants","95","Honduras","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6710","","Donnée officielle"
"TA","Animaux vivants","97","Hongrie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","54418","","Donnée officielle"
"TA","Animaux vivants","97","Hongrie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","57306","","Donnée officielle"
"TA","Animaux vivants","47","Îles Cook","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2","*","Chiffre non officiel"
"TA","Animaux vivants","47","Îles Cook","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3","*","Chiffre non officiel"
"TA","Animaux vivants","64","Îles Féroé","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","20","*","Chiffre non officiel"
"TA","Animaux vivants","64","Îles Féroé","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","61","*","Chiffre non officiel"
"TA","Animaux vivants","100","Inde","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2587","","Donnée officielle"
"TA","Animaux vivants","100","Inde","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4044","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","20940","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","31079","","Donnée officielle"
"TA","Animaux vivants","102","Iran (République islamique d')","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","9511","","Donnée officielle"
"TA","Animaux vivants","102","Iran (République islamique d')","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10297","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","103","Iraq","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","2092","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","103","Iraq","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2069","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","104","Irlande","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","6194","","Donnée officielle"
"TA","Animaux vivants","104","Irlande","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","7219","","Donnée officielle"
"TA","Animaux vivants","105","Israël","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","8221","","Donnée officielle"
"TA","Animaux vivants","105","Israël","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4030","","Donnée officielle"
"TA","Animaux vivants","106","Italie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","14882","","Donnée officielle"
"TA","Animaux vivants","106","Italie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","18280","","Donnée officielle"
"TA","Animaux vivants","109","Jamaïque","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","693","","Donnée officielle"
"TA","Animaux vivants","109","Jamaïque","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1279","*","Chiffre non officiel"
"TA","Animaux vivants","110","Japon","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7082","","Donnée officielle"
"TA","Animaux vivants","110","Japon","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","9035","","Donnée officielle"
"TA","Animaux vivants","112","Jordanie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","6345","","Donnée officielle"
"TA","Animaux vivants","112","Jordanie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","5998","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","10008","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","10192","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","732","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2394","","Donnée officielle"
"TA","Animaux vivants","113","Kirghizistan","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","408","","Donnée officielle"
"TA","Animaux vivants","113","Kirghizistan","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","96","","Donnée officielle"
"TA","Animaux vivants","83","Kiribati","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","27","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","83","Kiribati","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","2","*","Chiffre non officiel"
"TA","Animaux vivants","118","Koweït","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5836","","Donnée officielle"
"TA","Animaux vivants","118","Koweït","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","8802","","Donnée officielle"
"TA","Animaux vivants","122","Lesotho","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1853","","Donnée officielle"
"TA","Animaux vivants","122","Lesotho","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","3141","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","119","Lettonie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1934","","Donnée officielle"
"TA","Animaux vivants","119","Lettonie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","4039","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","5989","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6028","","Donnée officielle"
"TA","Animaux vivants","123","Libéria","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","10","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","123","Libéria","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","30","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","124","Libye","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1","*","Chiffre non officiel"
"TA","Animaux vivants","124","Libye","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1","*","Chiffre non officiel"
"TA","Animaux vivants","126","Lituanie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","7609","","Donnée officielle"
"TA","Animaux vivants","126","Lituanie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","6356","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","418","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","434","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","951","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1495","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","826","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1109","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","16352","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","19656","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","1111","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","1719","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","132","Maldives","5622","Importations - Valeur","1057","Poulets","2017","2017","1000 US$","14","","Donnée officielle"
"TA","Animaux vivants","132","Maldives","5622","Importations - Valeur","1057","Poulets","2018","2018","1000 US$","15","","Donnée officielle"
